intent,user_input,response
recomendacao,QUERO UM ANIME TRISTE,Your Lie in April costuma emocionar bastante. Curte esse tipo?
personagem,quem é o Levi??,Claro! Levi Ackerman é capitão da tropa de exploração em Attack on Titan.
episodios,quantos episódios tem Naruto??,Naruto clássico possui 220 episódios. 😊
episodios,quantos eps tem Demon Slayer?,Demon Slayer possui várias temporadas e filmes. 😊
personagem,quem é o Levi?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. 😊
curiosidade,QUAL FOI O PRIMEIRO ANIME?,Astro Boy foi um dos primeiros animes populares.
despedida,me responde aí: tchau,Claro! Até mais! Bons episódios pra você.
comparacao,Naruto é melhor que One Piece??,Claro! Isso varia muito do gosto de cada fã.
episodios,One piece acabou?,"Claro! Não, One Piece ainda está em exibição."
despedida,me responde aí: falou,Falou! Depois voltamos ao mundo dos animes. Posso recomendar mais.
curiosidade,QUEM CRIOU NARUTO?,Naruto foi criado por Masashi Kishimoto. Posso recomendar mais.
episodios,me responde aí: quantos episódios tem Naruto?,Naruto clássico possui 220 episódios. Curte esse tipo?
comparacao,QUEM VENCE GOKU OU NARUTO?,Claro! Depende das regras da comparação e do universo.
poderes,me responde aí: o que é sharingan?,Claro! Sharingan é uma habilidade ocular do clã Uchiha.
curiosidade,qual foi o primeiro anime?,Astro Boy foi um dos primeiros animes populares. Posso recomendar mais.
comparacao,qual anime é mais famoso??,One Piece e Dragon Ball estão entre os mais populares. 😊
comparacao,Naruto é melhor que One Piece??,Claro! Isso varia muito do gosto de cada fã.
despedida,mano falou,Claro! Falou! Depois voltamos ao mundo dos animes.
poderes,O QUE É BANKAI?,Bankai é a forma avançada da espada dos shinigamis em Bleach. Curte esse tipo?
personagem,Quem é o gojo?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. Posso recomendar mais.
comparacao,Naruto é melhor que One Piece??,Isso varia muito do gosto de cada fã. 😊
recomendacao,mano quero um anime triste,Your Lie in April costuma emocionar bastante. Posso recomendar mais.
saudacao,OI,Oi! Como posso ajudar sobre animes hoje? Posso recomendar mais.
comparacao,me responde aí: qual anime é mais famoso?,One Piece e Dragon Ball estão entre os mais populares. Posso recomendar mais.
episodios,quantos episódios tem Naruto?,Naruto clássico possui 220 episódios. 😊
poderes,mano o que é sharingan?,Claro! Sharingan é uma habilidade ocular do clã Uchiha.
episodios,quantos eps tem Demon Slayer?,Demon Slayer possui várias temporadas e filmes. 😊
curiosidade,me responde aí: qual foi o primeiro anime?,Claro! Astro Boy foi um dos primeiros animes populares.
personagem,QUEM É O GOJO?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. 😊
comparacao,me responde aí: quem vence Goku ou Naruto?,Depende das regras da comparação e do universo. Curte esse tipo?
recomendacao,Anime engraçado,Spy x Family é uma ótima escolha. Curte esse tipo?
despedida,tchau,Até mais! Bons episódios pra você.
recomendacao,anime engraçado?,Claro! Spy x Family é uma ótima escolha.
despedida,me responde aí: tchau,Até mais! Bons episódios pra você. Curte esse tipo?
episodios,quantos episódios tem Naruto??,Naruto clássico possui 220 episódios.
despedida,até logo?,Até logo! Espero que encontre um anime incrível. Posso recomendar mais.
saudacao,mano bom dia,Bom dia! Quer conversar sobre qual anime? Posso recomendar mais.
despedida,falou,Falou! Depois voltamos ao mundo dos animes. Posso recomendar mais.
recomendacao,Me recomenda um anime de ação,Você pode gostar de Attack on Titan. 😊
personagem,QUEM É O GOJO?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. Posso recomendar mais.
despedida,mano até logo,Claro! Até logo! Espero que encontre um anime incrível.
comparacao,qual anime é mais famoso?,One Piece e Dragon Ball estão entre os mais populares. 😊
saudacao,eae?,Fala! Curte anime também? Curte esse tipo?
comparacao,me responde aí: qual anime é mais famoso?,One Piece e Dragon Ball estão entre os mais populares. Curte esse tipo?
despedida,até logo?,Até logo! Espero que encontre um anime incrível. Posso recomendar mais.
poderes,mano o que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach.
personagem,QUEM É O LEVI?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan.
saudacao,oi?,Claro! Oi! Como posso ajudar sobre animes hoje?
saudacao,eae,Fala! Curte anime também?
poderes,o que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach.
personagem,quem é o Gojo??,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. Curte esse tipo?
episodios,mano quantos episódios tem Naruto?,Naruto clássico possui 220 episódios. Curte esse tipo?
poderes,mano o que é bankai?,Claro! Bankai é a forma avançada da espada dos shinigamis em Bleach.
personagem,quem é o Levi??,Levi Ackerman é capitão da tropa de exploração em Attack on Titan.
poderes,o que é bankai??,Bankai é a forma avançada da espada dos shinigamis em Bleach. 😊
despedida,me responde aí: tchau,Até mais! Bons episódios pra você. Posso recomendar mais.
episodios,mano quantos eps tem Demon Slayer?,Demon Slayer possui várias temporadas e filmes. Curte esse tipo?
comparacao,Naruto é melhor que One Piece??,Isso varia muito do gosto de cada fã. Curte esse tipo?
comparacao,me responde aí: Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã. 😊
recomendacao,me recomenda um anime de ação?,Você pode gostar de Attack on Titan. Curte esse tipo?
recomendacao,mano me recomenda um anime de ação,Claro! Você pode gostar de Attack on Titan.
curiosidade,Quem criou naruto?,Naruto foi criado por Masashi Kishimoto. Posso recomendar mais.
episodios,One Piece acabou?,"Não, One Piece ainda está em exibição. Posso recomendar mais."
curiosidade,QUAL ANIME MAIS LONGO?,Sazae-san é considerado o anime mais longo da história. Posso recomendar mais.
saudacao,bom dia?,Bom dia! Quer conversar sobre qual anime?
personagem,Quem é o gojo?,Claro! Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
despedida,me responde aí: tchau,Claro! Até mais! Bons episódios pra você.
poderes,O QUE É SHARINGAN?,Sharingan é uma habilidade ocular do clã Uchiha. Curte esse tipo?
despedida,me responde aí: tchau,Até mais! Bons episódios pra você. Posso recomendar mais.
saudacao,OI,Oi! Como posso ajudar sobre animes hoje?
despedida,me responde aí: até logo,Até logo! Espero que encontre um anime incrível. 😊
curiosidade,Quem criou naruto?,Naruto foi criado por Masashi Kishimoto.
despedida,tchau,Claro! Até mais! Bons episódios pra você.
saudacao,bom dia,Bom dia! Quer conversar sobre qual anime?
saudacao,mano eae,Fala! Curte anime também? Posso recomendar mais.
poderes,qual o poder do Goku?,Goku utiliza o Ki e diversas transformações Saiyajin. Posso recomendar mais.
episodios,One Piece acabou??,"Não, One Piece ainda está em exibição. 😊"
poderes,o que é sharingan??,Sharingan é uma habilidade ocular do clã Uchiha.
curiosidade,me responde aí: quem criou Naruto?,Naruto foi criado por Masashi Kishimoto. Curte esse tipo?
comparacao,Quem vence goku ou naruto?,Claro! Depende das regras da comparação e do universo.
despedida,mano falou,Claro! Falou! Depois voltamos ao mundo dos animes.
curiosidade,qual anime mais longo?,Sazae-san é considerado o anime mais longo da história. Curte esse tipo?
poderes,mano o que é bankai?,Bankai é a forma avançada da espada dos shinigamis em Bleach. Posso recomendar mais.
recomendacao,quero um anime triste?,Your Lie in April costuma emocionar bastante. Curte esse tipo?
saudacao,me responde aí: oi,Oi! Como posso ajudar sobre animes hoje? Posso recomendar mais.
saudacao,Bom dia,Bom dia! Quer conversar sobre qual anime?
saudacao,bom dia?,Bom dia! Quer conversar sobre qual anime? Curte esse tipo?
personagem,QUEM É O NARUTO?,Naruto Uzumaki é o protagonista do anime Naruto. Curte esse tipo?
personagem,me responde aí: quem é o Naruto?,Naruto Uzumaki é o protagonista do anime Naruto. Curte esse tipo?
personagem,mano quem é o Naruto?,Naruto Uzumaki é o protagonista do anime Naruto. Posso recomendar mais.
comparacao,Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã. 😊
despedida,me responde aí: tchau,Até mais! Bons episódios pra você. Curte esse tipo?
curiosidade,QUEM CRIOU NARUTO?,Claro! Naruto foi criado por Masashi Kishimoto.
despedida,tchau,Até mais! Bons episódios pra você. Curte esse tipo?
personagem,me responde aí: quem é o Naruto?,Claro! Naruto Uzumaki é o protagonista do anime Naruto.
despedida,Tchau,Até mais! Bons episódios pra você. Curte esse tipo?
poderes,o que é sharingan??,Sharingan é uma habilidade ocular do clã Uchiha. Posso recomendar mais.
comparacao,qual anime é mais famoso?,One Piece e Dragon Ball estão entre os mais populares. Posso recomendar mais.
poderes,O QUE É BANKAI?,Bankai é a forma avançada da espada dos shinigamis em Bleach. 😊
despedida,mano até logo,Até logo! Espero que encontre um anime incrível. Posso recomendar mais.
comparacao,quem vence Goku ou Naruto??,Depende das regras da comparação e do universo. 😊
personagem,QUEM É O NARUTO?,Naruto Uzumaki é o protagonista do anime Naruto.
curiosidade,me responde aí: quem criou Naruto?,Naruto foi criado por Masashi Kishimoto. Posso recomendar mais.
episodios,One Piece acabou??,"Claro! Não, One Piece ainda está em exibição."
despedida,tchau,Até mais! Bons episódios pra você. 😊
saudacao,mano bom dia,Bom dia! Quer conversar sobre qual anime?
episodios,me responde aí: One Piece acabou?,"Não, One Piece ainda está em exibição. Curte esse tipo?"
episodios,mano quantos episódios tem Naruto?,Naruto clássico possui 220 episódios. Posso recomendar mais.
comparacao,me responde aí: Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã. Posso recomendar mais.
comparacao,NARUTO É MELHOR QUE ONE PIECE?,Isso varia muito do gosto de cada fã. Posso recomendar mais.
episodios,One piece acabou?,"Não, One Piece ainda está em exibição. Posso recomendar mais."
comparacao,me responde aí: Naruto é melhor que One Piece?,Isso varia muito do gosto de cada fã. Curte esse tipo?
recomendacao,ANIME ENGRAÇADO,Spy x Family é uma ótima escolha. 😊
recomendacao,Quero um anime triste,Your Lie in April costuma emocionar bastante. Curte esse tipo?
saudacao,mano eae,Claro! Fala! Curte anime também?
despedida,mano até logo,Até logo! Espero que encontre um anime incrível.
saudacao,OI,Oi! Como posso ajudar sobre animes hoje?
saudacao,oi,Oi! Como posso ajudar sobre animes hoje?
personagem,QUEM É O LEVI?,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. 😊
comparacao,mano quem vence Goku ou Naruto?,Depende das regras da comparação e do universo. Curte esse tipo?
episodios,QUANTOS EPISÓDIOS TEM NARUTO?,Naruto clássico possui 220 episódios. Curte esse tipo?
saudacao,OI,Oi! Como posso ajudar sobre animes hoje? Curte esse tipo?
comparacao,Quem vence goku ou naruto?,Depende das regras da comparação e do universo.
recomendacao,anime engraçado?,Spy x Family é uma ótima escolha. Curte esse tipo?
saudacao,bom dia?,Bom dia! Quer conversar sobre qual anime?
despedida,me responde aí: falou,Falou! Depois voltamos ao mundo dos animes. Curte esse tipo?
saudacao,OI,Oi! Como posso ajudar sobre animes hoje? 😊
saudacao,eae,Fala! Curte anime também? Posso recomendar mais.
despedida,me responde aí: falou,Falou! Depois voltamos ao mundo dos animes. 😊
personagem,mano quem é o Naruto?,Naruto Uzumaki é o protagonista do anime Naruto. Posso recomendar mais.
recomendacao,me responde aí: quero um anime triste,Your Lie in April costuma emocionar bastante.
personagem,Quem é o gojo?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. 😊
personagem,quem é o Gojo??,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. 😊
poderes,mano o que é bankai?,Claro! Bankai é a forma avançada da espada dos shinigamis em Bleach.
poderes,O que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha.
poderes,qual o poder do Goku??,Goku utiliza o Ki e diversas transformações Saiyajin. Curte esse tipo?
episodios,mano One Piece acabou?,"Não, One Piece ainda está em exibição. 😊"
comparacao,Quem vence goku ou naruto?,Depende das regras da comparação e do universo. Posso recomendar mais.
despedida,me responde aí: tchau,Até mais! Bons episódios pra você.
recomendacao,Me recomenda um anime de ação,Você pode gostar de Attack on Titan.
saudacao,mano bom dia,Claro! Bom dia! Quer conversar sobre qual anime?
saudacao,eae,Fala! Curte anime também? Curte esse tipo?
comparacao,qual anime é mais famoso??,One Piece e Dragon Ball estão entre os mais populares.
personagem,me responde aí: quem é o Gojo?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen.
despedida,me responde aí: até logo,Até logo! Espero que encontre um anime incrível. 😊
poderes,QUAL O PODER DO GOKU?,Claro! Goku utiliza o Ki e diversas transformações Saiyajin.
comparacao,me responde aí: quem vence Goku ou Naruto?,Depende das regras da comparação e do universo. Curte esse tipo?
poderes,mano qual o poder do Goku?,Goku utiliza o Ki e diversas transformações Saiyajin. 😊
comparacao,me responde aí: quem vence Goku ou Naruto?,Depende das regras da comparação e do universo. 😊
poderes,me responde aí: o que é sharingan?,Sharingan é uma habilidade ocular do clã Uchiha. Posso recomendar mais.
despedida,me responde aí: tchau,Claro! Até mais! Bons episódios pra você.
recomendacao,mano me recomenda um anime de ação,Você pode gostar de Attack on Titan. Curte esse tipo?
personagem,QUEM É O GOJO?,Gojo Satoru é um dos personagens mais fortes de Jujutsu Kaisen. Posso recomendar mais.
personagem,quem é o Levi??,Levi Ackerman é capitão da tropa de exploração em Attack on Titan. Posso recomendar mais.
comparacao,NARUTO É MELHOR QUE ONE PIECE?,Isso varia muito do gosto de cada fã. Curte esse tipo?
saudacao,mano eae,Claro! Fala! Curte anime também?
recomendacao,anime engraçado?,Spy x Family é uma ótima escolha.
saudacao,bom dia,Bom dia! Quer conversar sobre qual anime? Posso recomendar mais.
recomendacao,quero um anime triste,Your Lie in April costuma emocionar bastante.
recomendacao,anime engraçado,Spy x Family é uma ótima escolha.
episodios,me responde aí: quantos eps tem Demon Slayer?,Claro! Demon Slayer possui várias temporadas e filmes.
personagem,quem é o Levi??,Levi Ackerman é capitão da tropa de exploração em Attack on Titan.
saudacao,oi?,Oi! Como posso ajudar sobre animes hoje? Posso recomendar mais.
curiosidade,me responde aí: qual anime mais longo?,Claro! Sazae-san é considerado o anime mais longo da história.
curiosidade,quem criou Naruto??,Naruto foi criado por Masashi Kishimoto. Curte esse tipo?
